"","Winner","Loser","WRank","LRank","pl1_flag","pl1_year_pro","pl1_weight","pl1_height","pl1_hand","pl2_flag","pl2_year_pro","pl2_weight","pl2_height","pl2_hand","higher_rank_won","rank_diff","rank_diff_cat","same_handedness"
"176","Lopez F.","Tu L.",65,NA,"ESP",1997,73,185,"Left-Handed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Sonego L.","Querrey S.",35,52,"ITA",2013,76,191,"Right-Handed","USA",2006,95,198,"Right-Handed","Yes",-17,"Low Difference","Yes"
"178","Paul T.","Basilashvili N.",53,40,"USA",2015,78,185,"Right-Handed","GEO",2008,79,185,"Right-Handed","No",13,"Low Difference","Yes"
"179","Nadal R.","Djere L.",2,56,"ESP",2001,85,185,"Left-Handed","SRB",2013,80,185,"Right-Handed","Yes",-54,"Medium Difference","No"
"180","Caruso S.","Laaksonen H.",78,139,"ITA",2010,80,185,"Right-Handed","SUI",2009,78,185,"Right-Handed","Yes",-61,"Medium Difference","Yes"
"181","Mmoh M.","Troicki V.",177,202,"USA",2016,85,185,"Right-Handed","SRB",2006,86,193,"Right-Handed","Yes",-25,"Low Difference","Yes"
"182","De Minaur A.","Sandgren T.",23,51,"AUS",2015,69,180,"Right-Handed","USA",2011,87,188,"Right-Handed","Yes",-28,"Low Difference","Yes"
"183","Carballes Baena R.","Balazs A.",99,94,"ESP",2011,76,180,"Right-Handed","HUN",2006,78,180,"Right-Handed","No",5,"Low Difference","Yes"
"184","Norrie C.","Evans D.",69,26,"GBR",2017,80,188,"Left-Handed","GBR",2006,75,175,"Right-Handed","No",43,"Medium Difference","No"
"185","Machac T.","Vilella Martinez M.",199,181,"CZE",2017,74,183,"Right-Handed","ESP",2013,74,178,"Right-Handed","No",18,"Low Difference","Yes"
"186","Fognini F.","Herbert P.H.",17,84,"ITA",2004,74,178,"Right-Handed","FRA",2010,79,188,"Right-Handed","Yes",-67,"Medium Difference","Yes"
"187","Ruud C.","Thompson J.",28,49,"NOR",2015,77,183,"Right-Handed","AUS",2013,73,183,"Right-Handed","Yes",-21,"Low Difference","Yes"
"188","Kokkinakis T.","Kwon S.W.",267,97,"AUS",2013,82,196,"Right-Handed","KOR",2015,72,180,"Right-Handed","No",170,"High Difference","Yes"
"189","Berrettini M.","Anderson K.",10,81,"ITA",2015,95,196,"Right-Handed","RSA",2007,93,203,"Right-Handed","Yes",-71,"Medium Difference","Yes"
"190","Safiullin R.","Ivashka I.",183,110,"RUS",2015,75,185,"Right-Handed","BLR",2013,83,196,"Right-Handed","No",73,"Medium Difference","Yes"
"191","Tsitsipas S.","Simon G.",6,66,"GRE",2016,83,193,"Right-Handed","FRA",2002,70,183,"Right-Handed","Yes",-60,"Medium Difference","Yes"
"192","Karatsev A.","Gerasimov E.",114,79,"RUS",2011,85,185,"Right-Handed","BLR",2010,84,183,"Right-Handed","No",35,"Medium Difference","Yes"
"193","Fucsovics M.","Wawrinka S.",55,18,"HUN",2010,82,188,"Right-Handed","SUI",2002,81,183,"Right-Handed","No",37,"Medium Difference","Yes"
"194","Martinez P.","Ruusuvuori E.",87,86,"ESP",2016,76,185,"Right-Handed","FIN",2018,79,188,"Right-Handed","No",1,"Low Difference","Yes"
"195","Auger-Aliassime F.","Duckworth J.",19,105,"CAN",2016,84,188,"Right-Handed","AUS",2010,82,183,"Right-Handed","Yes",-86,"High Difference","Yes"
"196","Schwartzman D.","Muller A.",9,210,"ARG",2010,64,170,"Right-Handed","FRA",2014,75,183,"Right-Handed","Yes",-201,"High Difference","Yes"
"197","Raonic M.","Moutet C.",14,71,"CAN",2008,98,196,"Right-Handed","FRA",2016,71,175,"Left-Handed","Yes",-57,"Medium Difference","No"
"198","Djokovic N.","Tiafoe F.",1,64,"SRB",2003,77,188,"Right-Handed","USA",2015,77,188,"Right-Handed","Yes",-63,"Medium Difference","Yes"
"199","Thiem D.","Koepfer D.",3,70,"AUT",2011,82,185,"Right-Handed","GER",2016,79,180,"Left-Handed","Yes",-67,"Medium Difference","No"
"200","Lajovic D.","Bublik A.",27,45,"SRB",2007,78,183,"Right-Handed","KAZ",2014,76,196,"Right-Handed","Yes",-18,"Low Difference","Yes"
"201","Fritz T.","Opelka R.",31,38,"USA",2015,84,193,"Right-Handed","USA",2015,100,211,"Right-Handed","Yes",-7,"Low Difference","Yes"
"202","Shapovalov D.","Tomic B.",12,233,"CAN",2016,76,183,"Left-Handed","AUS",2008,91,196,"Right-Handed","Yes",-221,"High Difference","No"
"203","Mannarino A.","Kecmanovic M.",36,41,"FRA",2004,70,180,"Left-Handed","SRB",2017,75,183,"Right-Handed","Yes",-5,"Low Difference","No"
"204","Carreno Busta P.","Vesely J.",16,68,"ESP",2009,78,188,"Right-Handed","CZE",2009,92,198,"Left-Handed","Yes",-52,"Medium Difference","No"
"205","Kyrgios N.","Humbert U.",47,34,"AUS",2013,85,193,"Right-Handed","FRA",2016,73,188,"Left-Handed","No",13,"Low Difference","No"
"206","Zverev A.","Cressy M.",7,172,"GER",2013,86,198,"Right-Handed","USA",2019,91,198,"Right-Handed","Yes",-165,"High Difference","Yes"
"207","Dimitrov G.","Bolt A.",21,166,"BUL",2008,80,191,"Right-Handed","AUS",2011,84,183,"Left-Handed","Yes",-145,"High Difference","No"
"208","Lopez F.","Sonego L.",65,35,"ESP",1997,73,185,"Left-Handed","ITA",2013,76,191,"Right-Handed","No",30,"Low Difference","No"
"209","Rublev A.","Monteiro T.",8,74,"RUS",2014,68,188,"Right-Handed","BRA",2011,78,183,"Left-Handed","Yes",-66,"Medium Difference","No"
"210","Harris L.","Popyrin A.",91,113,"RSA",2015,80,193,"Right-Handed","AUS",2017,78,196,"Right-Handed","Yes",-22,"Low Difference","Yes"
"211","Ymer M.","Alcaraz C.",95,141,"SWE",2015,75,183,"Right-Handed","ESP",2018,72,185,"Right-Handed","Yes",-46,"Medium Difference","Yes"
"212","Ruud C.","Paul T.",28,53,"NOR",2015,77,183,"Right-Handed","USA",2015,78,185,"Right-Handed","Yes",-25,"Low Difference","Yes"
"213","Khachanov K.","Berankis R.",20,73,"RUS",2013,88,198,"Right-Handed","LTU",2007,70,175,"Right-Handed","Yes",-53,"Medium Difference","Yes"
"214","Krajinovic F.","Andujar P.",33,59,"SRB",2008,75,185,"Right-Handed","ESP",2003,76,180,"Right-Handed","Yes",-26,"Low Difference","Yes"
"215","Tsitsipas S.","Kokkinakis T.",6,267,"GRE",2016,83,193,"Right-Handed","AUS",2013,82,196,"Right-Handed","Yes",-261,"High Difference","Yes"
"216","Berrettini M.","Machac T.",10,199,"ITA",2015,95,196,"Right-Handed","CZE",2017,74,183,"Right-Handed","Yes",-189,"High Difference","Yes"
"217","Mcdonald M.","Coric B.",192,25,"USA",2016,73,178,"Right-Handed","CRO",2013,79,185,"Right-Handed","No",167,"High Difference","Yes"
"218","Albot R.","O Connell C.",85,121,"MDA",2008,69,175,"Right-Handed","AUS",2011,78,183,"Right-Handed","Yes",-36,"Medium Difference","Yes"
"219","Fognini F.","Caruso S.",17,78,"ITA",2004,74,178,"Right-Handed","ITA",2010,80,185,"Right-Handed","Yes",-61,"Medium Difference","Yes"
"220","Norrie C.","Safiullin R.",69,183,"GBR",2017,80,188,"Left-Handed","RUS",2015,75,185,"Right-Handed","Yes",-114,"High Difference","No"
"221","De Minaur A.","Cuevas P.",23,72,"AUS",2015,69,180,"Right-Handed","URU",2004,80,180,"Right-Handed","Yes",-49,"Medium Difference","Yes"
"222","Medvedev D.","Carballes Baena R.",4,99,"RUS",2014,81,198,"Right-Handed","ESP",2011,76,180,"Right-Handed","Yes",-95,"High Difference","Yes"
"223","Nadal R.","Mmoh M.",2,177,"ESP",2001,85,185,"Left-Handed","USA",2016,85,185,"Right-Handed","Yes",-175,"High Difference","No"
"224","Dimitrov G.","Carreno Busta P.",21,16,"BUL",2008,80,191,"Right-Handed","ESP",2009,78,188,"Right-Handed","No",5,"Low Difference","Yes"
"225","Zverev A.","Mannarino A.",7,36,"GER",2013,86,198,"Right-Handed","FRA",2004,70,180,"Left-Handed","Yes",-29,"Low Difference","No"
"226","Lajovic D.","Martinez P.",27,87,"SRB",2007,78,183,"Right-Handed","ESP",2016,76,185,"Right-Handed","Yes",-60,"Medium Difference","Yes"
"227","Karatsev A.","Schwartzman D.",114,9,"RUS",2011,85,185,"Right-Handed","ARG",2010,64,170,"Right-Handed","No",105,"High Difference","Yes"
"228","Raonic M.","Fucsovics M.",14,55,"CAN",2008,98,196,"Right-Handed","HUN",2010,82,188,"Right-Handed","Yes",-41,"Medium Difference","Yes"
"229","Auger-Aliassime F.","Shapovalov D.",19,12,"CAN",2016,84,188,"Right-Handed","CAN",2016,76,183,"Left-Handed","No",7,"Low Difference","No"
"230","Thiem D.","Kyrgios N.",3,47,"AUT",2011,82,185,"Right-Handed","AUS",2013,85,193,"Right-Handed","Yes",-44,"Medium Difference","Yes"
"231","Djokovic N.","Fritz T.",1,31,"SRB",2003,77,188,"Right-Handed","USA",2015,84,193,"Right-Handed","Yes",-30,"Low Difference","Yes"
"232","Ruud C.","Albot R.",28,85,"NOR",2015,77,183,"Right-Handed","MDA",2008,69,175,"Right-Handed","Yes",-57,"Medium Difference","Yes"
"233","Mcdonald M.","Harris L.",192,91,"USA",2016,73,178,"Right-Handed","RSA",2015,80,193,"Right-Handed","No",101,"High Difference","Yes"
"234","Medvedev D.","Krajinovic F.",4,33,"RUS",2014,81,198,"Right-Handed","SRB",2008,75,185,"Right-Handed","Yes",-29,"Low Difference","Yes"
"235","Tsitsipas S.","Ymer M.",6,95,"GRE",2016,83,193,"Right-Handed","SWE",2015,75,183,"Right-Handed","Yes",-89,"High Difference","Yes"
"236","Rublev A.","Lopez F.",8,65,"RUS",2014,68,188,"Right-Handed","ESP",1997,73,185,"Left-Handed","Yes",-57,"Medium Difference","No"
"237","Berrettini M.","Khachanov K.",10,20,"ITA",2015,95,196,"Right-Handed","RUS",2013,88,198,"Right-Handed","Yes",-10,"Low Difference","Yes"
"238","Fognini F.","De Minaur A.",17,23,"ITA",2004,74,178,"Right-Handed","AUS",2015,69,180,"Right-Handed","Yes",-6,"Low Difference","Yes"
"239","Nadal R.","Norrie C.",2,69,"ESP",2001,85,185,"Left-Handed","GBR",2017,80,188,"Left-Handed","Yes",-67,"Medium Difference","Yes"
"240","Karatsev A.","Auger-Aliassime F.",114,19,"RUS",2011,85,185,"Right-Handed","CAN",2016,84,188,"Right-Handed","No",95,"High Difference","Yes"
"241","Dimitrov G.","Thiem D.",21,3,"BUL",2008,80,191,"Right-Handed","AUT",2011,82,185,"Right-Handed","No",18,"Low Difference","Yes"
"242","Zverev A.","Lajovic D.",7,27,"GER",2013,86,198,"Right-Handed","SRB",2007,78,183,"Right-Handed","Yes",-20,"Low Difference","Yes"
"243","Djokovic N.","Raonic M.",1,14,"SRB",2003,77,188,"Right-Handed","CAN",2008,98,196,"Right-Handed","Yes",-13,"Low Difference","Yes"
"244","Medvedev D.","Mcdonald M.",4,192,"RUS",2014,81,198,"Right-Handed","USA",2016,73,178,"Right-Handed","Yes",-188,"High Difference","Yes"
"245","Rublev A.","Ruud C.",8,28,"RUS",2014,68,188,"Right-Handed","NOR",2015,77,183,"Right-Handed","Yes",-20,"Low Difference","Yes"
"246","Nadal R.","Fognini F.",2,17,"ESP",2001,85,185,"Left-Handed","ITA",2004,74,178,"Right-Handed","Yes",-15,"Low Difference","No"
"247","Tsitsipas S.","Berrettini M.",6,10,"GRE",2016,83,193,"Right-Handed","ITA",2015,95,196,"Right-Handed","Yes",-4,"Low Difference","Yes"
"248","Karatsev A.","Dimitrov G.",114,21,"RUS",2011,85,185,"Right-Handed","BUL",2008,80,191,"Right-Handed","No",93,"High Difference","Yes"
"249","Djokovic N.","Zverev A.",1,7,"SRB",2003,77,188,"Right-Handed","GER",2013,86,198,"Right-Handed","Yes",-6,"Low Difference","Yes"
"250","Medvedev D.","Rublev A.",4,8,"RUS",2014,81,198,"Right-Handed","RUS",2014,68,188,"Right-Handed","Yes",-4,"Low Difference","Yes"
"251","Tsitsipas S.","Nadal R.",6,2,"GRE",2016,83,193,"Right-Handed","ESP",2001,85,185,"Left-Handed","No",4,"Low Difference","No"
"252","Djokovic N.","Karatsev A.",1,114,"SRB",2003,77,188,"Right-Handed","RUS",2011,85,185,"Right-Handed","Yes",-113,"High Difference","Yes"
"253","Medvedev D.","Tsitsipas S.",4,6,"RUS",2014,81,198,"Right-Handed","GRE",2016,83,193,"Right-Handed","Yes",-2,"Low Difference","Yes"
"254","Djokovic N.","Medvedev D.",1,4,"SRB",2003,77,188,"Right-Handed","RUS",2014,81,198,"Right-Handed","Yes",-3,"Low Difference","Yes"
"255","Berrettini M.","Harris A.",8,162,"ITA",2015,95,196,"Right-Handed","AUS",2011,81,183,"Right-Handed","Yes",-154,"High Difference","Yes"
"256","Berankis R.","Carballes Baena R.",69,83,"LTU",2007,70,175,"Right-Handed","ESP",2011,76,180,"Right-Handed","Yes",-14,"Low Difference","Yes"
"257","Evans D.","Mcdonald M.",32,129,"GBR",2006,75,175,"Right-Handed","USA",2016,73,178,"Right-Handed","Yes",-97,"High Difference","Yes"
"258","Nishioka Y.","Djere L.",71,40,"JPN",2014,64,170,"Left-Handed","SRB",2013,80,185,"Right-Handed","No",31,"Medium Difference","No"
"259","Pella G.","Smith J.P.",25,308,"ARG",2007,83,185,"Left-Handed","AUS",2012,84,188,"Left-Handed","Yes",-283,"High Difference","Yes"
"260","Querrey S.","Coric B.",45,28,"USA",2006,95,198,"Right-Handed","CRO",2013,79,185,"Right-Handed","No",17,"Low Difference","Yes"
"261","Barrere G.","Safwat M.",84,173,"FRA",2021,80,183,"Right-Handed","EGY",2003,83,180,"Right-Handed","Yes",-89,"High Difference","Yes"
"262","Fucsovics M.","Shapovalov D.",67,13,"HUN",2010,82,188,"Right-Handed","CAN",2016,76,183,"Left-Handed","No",54,"Medium Difference","No"
"263","Federer R.","Johnson S.",3,75,"SUI",1998,85,185,"Right-Handed","USA",2012,86,188,"Right-Handed","Yes",-72,"Medium Difference","Yes"
"264","Dimitrov G.","Londero J.I.",20,52,"BUL",2008,80,191,"Right-Handed","ARG",2010,70,180,"Right-Handed","Yes",-32,"Medium Difference","Yes"
"265","Tsitsipas S.","Caruso S.",6,95,"GRE",2016,83,193,"Right-Handed","ITA",2010,80,185,"Right-Handed","Yes",-89,"High Difference","Yes"
"266","Kohlschreiber P.","Giron M.",79,107,"GER",2001,70,178,"Right-Handed","USA",2014,77,180,"Right-Handed","Yes",-28,"Low Difference","Yes"
"267","Djokovic N.","Struff J.L.",2,37,"SRB",2003,77,188,"Right-Handed","GER",2009,87,196,"Right-Handed","Yes",-35,"Medium Difference","Yes"
"268","Cilic M.","Moutet C.",39,70,"CRO",2005,89,198,"Right-Handed","FRA",2016,71,175,"Left-Handed","Yes",-31,"Medium Difference","No"
"269","Davidovich Fokina A.","Gombos N.",88,113,"ESP",2017,80,183,"Right-Handed","SVK",2009,85,196,"Right-Handed","Yes",-25,"Low Difference","Yes"
"270","Hurkacz H.","Novak D.",31,99,"ITA",2013,77,188,"Right-Handed","AUT",2011,80,183,"Right-Handed","Yes",-68,"Medium Difference","Yes"
"271","Ito T.","Gunneswaran P.",146,123,"JPN",2006,75,180,"Right-Handed","IND",2010,80,188,"Left-Handed","No",23,"Low Difference","No"
"272","Millman J.","Humbert U.",47,43,"AUS",2006,79,183,"Right-Handed","FRA",2016,73,188,"Left-Handed","No",4,"Low Difference","No"
"273","Paire B.","Stebe C.M.",21,154,"FRA",2007,80,196,"Right-Handed","GER",2010,70,183,"Left-Handed","Yes",-133,"High Difference","No"
"274","Schwartzman D.","Harris L.",14,72,"ARG",2010,64,170,"Right-Handed","RSA",2015,80,193,"Right-Handed","Yes",-58,"Medium Difference","Yes"
"275","Bautista Agut R.","Lopez F.",9,57,"ESP",2005,76,183,"Right-Handed","ESP",1997,73,185,"Left-Handed","Yes",-48,"Medium Difference","No"
"276","Fognini F.","Opelka R.",12,38,"ITA",2004,74,178,"Right-Handed","USA",2015,100,211,"Right-Handed","Yes",-26,"Low Difference","Yes"
"277","Sinner J.","Purcell M.",82,216,"ITA",2018,76,188,"Right-Handed","AUS",2016,75,185,"Right-Handed","Yes",-134,"High Difference","Yes"
"278","Lajovic D.","Edmund K.",27,65,"SRB",2007,78,183,"Right-Handed","GBR",2012,83,188,"Right-Handed","Yes",-38,"Medium Difference","Yes"
"279","Polmans M.","Kukushkin M.",133,68,"AUS",2015,77,188,"Right-Handed","KAZ",2006,72,183,"Right-Handed","No",65,"Medium Difference","Yes"
"280","Raonic M.","Giustino L.",35,150,"CAN",2008,98,196,"Right-Handed","ITA",2007,80,183,"Right-Handed","Yes",-115,"High Difference","Yes"
"281","Paul T.","Mayer L.",80,101,"USA",2015,78,185,"Right-Handed","ARG",2003,80,191,"Right-Handed","Yes",-21,"Low Difference","Yes"
"282","Khachanov K.","Vilella Martinez M.",17,196,"RUS",2013,88,198,"Right-Handed","ESP",2013,74,178,"Right-Handed","Yes",-179,"High Difference","Yes"
"283","Thiem D.","Mannarino A.",5,44,"AUT",2011,82,185,"Right-Handed","FRA",2004,70,180,"Left-Handed","Yes",-39,"Medium Difference","No"
"284","Garin C.","Travaglia S.",36,74,"CHI",2013,85,185,"Right-Handed","ITA",2008,80,185,"Right-Handed","Yes",-38,"Medium Difference","Yes"
"285","Sandgren T.","Trungelliti M.",100,202,"USA",2011,87,188,"Right-Handed","ARG",2008,78,180,"Right-Handed","Yes",-102,"High Difference","Yes"
"286","Wawrinka S.","Dzumhur D.",15,92,"SUI",2002,81,183,"Right-Handed","BIH",2011,70,175,"Right-Handed","Yes",-77,"High Difference","Yes"
"287","Gulbis E.","Auger-Aliassime F.",256,22,"LAT",2004,88,193,"Right-Handed","CAN",2016,84,188,"Right-Handed","No",234,"High Difference","Yes"
"288","Krajinovic F.","Halys Q.",41,215,"SRB",2008,75,185,"Right-Handed","FRA",2012,78,191,"Right-Handed","Yes",-174,"High Difference","Yes"
"289","Thompson J.","Bublik A.",66,56,"AUS",2013,73,183,"Right-Handed","KAZ",2014,76,196,"Right-Handed","No",10,"Low Difference","Yes"
"290","Bedene A.","Duckworth J.",55,94,"GBR",2008,72,183,"Right-Handed","AUS",2010,82,183,"Right-Handed","Yes",-39,"Medium Difference","Yes"
"291","Carreno Busta P.","Kovalik J.",30,139,"ESP",2009,78,188,"Right-Handed","SVK",2010,82,183,"Right-Handed","Yes",-109,"High Difference","Yes"
"292","Nadal R.","Dellien H.",1,73,"ESP",2001,85,185,"Left-Handed","BOL",2009,75,180,"Right-Handed","Yes",-72,"Medium Difference","No"
"293","Ymer M.","Uchiyama Y.",78,93,"SWE",2015,75,183,"Right-Handed","JPN",2011,78,183,"Right-Handed","Yes",-15,"Low Difference","Yes"
"294","Mmoh M.","Andujar P.",217,63,"USA",2016,85,185,"Right-Handed","ESP",2003,76,180,"Right-Handed","No",154,"High Difference","Yes"
"295","Basilashvili N.","Kwon S.W.",29,87,"GEO",2008,79,185,"Right-Handed","KOR",2015,72,180,"Right-Handed","Yes",-58,"Medium Difference","Yes"
"296","Verdasco F.","Donskoy E.",51,106,"ESP",2001,87,185,"Left-Handed","RUS",2007,74,185,"Right-Handed","Yes",-55,"Medium Difference","No"
"297","Bolt A.","Ramos-Vinolas A.",140,42,"AUS",2011,84,183,"Left-Handed","ESP",2007,80,188,"Left-Handed","No",98,"High Difference","Yes"
"298","Seppi A.","Kecmanovic M.",85,54,"ITA",2002,75,191,"Right-Handed","SRB",2017,75,183,"Right-Handed","No",31,"Medium Difference","Yes"
"299","Popyrin A.","Tsonga J.W.",96,33,"AUS",2017,78,196,"Right-Handed","FRA",2004,91,188,"Right-Handed","No",63,"Medium Difference","Yes"
"300","Rublev A.","O'Connell C.",16,115,"RUS",2014,68,188,"Right-Handed",NA,NA,NA,NA,NA,"Yes",-99,"High Difference",NA
"301","Gojowczyk P.","Eubanks C.",120,221,"GER",2006,83,188,"Right-Handed","USA",2017,82,201,"Right-Handed","Yes",-101,"High Difference","Yes"
"302","Sugita Y.","Benchetrit E.",91,231,"JPN",2006,70,175,"Right-Handed","MAR",2016,88,193,"Right-Handed","Yes",-140,"High Difference","Yes"
"303","Herbert P.H.","Norrie C.",64,62,"FRA",2010,79,188,"Right-Handed","GBR",2017,80,188,"Left-Handed","No",2,"Low Difference","No"
"304","Medvedev D.","Tiafoe F.",4,50,"RUS",2014,81,198,"Right-Handed","USA",2015,77,188,"Right-Handed","Yes",-46,"Medium Difference","Yes"
"305","Monfils G.","Lu Y.H.",10,NA,"FRA",2004,80,193,"Right-Handed","TPE",2001,74,180,"Right-Handed",NA,NA,NA,"Yes"
"306","Kyrgios N.","Sonego L.",26,53,"AUS",2013,85,193,"Right-Handed","ITA",2013,76,191,"Right-Handed","Yes",-27,"Low Difference","Yes"
"307","Munar J.","Gaston H.",90,247,"ESP",2014,78,183,"Right-Handed","FRA",2018,68,173,"Left-Handed","Yes",-157,"High Difference","No"
"308","Fritz T.","Griekspoor T.",34,175,"USA",2015,84,193,"Right-Handed","NED",2015,85,188,"Right-Handed","Yes",-141,"High Difference","Yes"
"309","Goffin D.","Chardy J.",11,58,"BEL",2009,68,180,"Right-Handed","FRA",2005,75,188,"Right-Handed","Yes",-47,"Medium Difference","Yes"
"310","Delbonis F.","Sousa J.",76,59,"ARG",2007,88,191,"Left-Handed","POR",2008,74,185,"Right-Handed","No",17,"Low Difference","No"
"311","Tabilo A.","Galan D.E.",208,186,"CHI",2015,75,188,"Right-Handed","COL",2015,72,191,"Right-Handed","No",22,"Low Difference","Yes"
"312","Zverev A.","Cecchinato M.",7,77,"GER",2013,86,198,"Right-Handed","ITA",2010,78,185,"Right-Handed","Yes",-70,"Medium Difference","Yes"
"313","Isner J.","Monteiro T.",19,86,"USA",2007,108,208,"Right-Handed","BRA",2011,78,183,"Left-Handed","Yes",-67,"Medium Difference","No"
"314","Martinez P.","Koepfer D.",168,89,"ESP",2016,76,185,"Right-Handed","GER",2016,79,180,"Left-Handed","No",79,"High Difference","No"
"315","Anderson K.","Ivashka I.",122,149,"RSA",2007,93,203,"Right-Handed","BLR",2013,83,196,"Right-Handed","Yes",-27,"Low Difference","Yes"
"316","Karlovic I.","Pospisil V.",124,138,"CRO",2000,104,211,"Right-Handed","CAN",2007,84,193,"Right-Handed","Yes",-14,"Low Difference","Yes"
"317","Gerasimov E.","Ruud C.",98,48,"BLR",2010,84,183,"Right-Handed","NOR",2015,77,183,"Right-Handed","No",50,"Medium Difference","Yes"
"318","Simon G.","Cuevas P.",61,46,"FRA",2002,70,183,"Right-Handed","URU",2004,80,180,"Right-Handed","No",15,"Low Difference","Yes"
"319","Querrey S.","Berankis R.",45,69,"USA",2006,95,198,"Right-Handed","LTU",2007,70,175,"Right-Handed","Yes",-24,"Low Difference","Yes"
"320","Pella G.","Barrere G.",25,84,"ARG",2007,83,185,"Left-Handed","FRA",2021,80,183,"Right-Handed","Yes",-59,"Medium Difference","No"
"321","Nishioka Y.","Evans D.",71,32,"JPN",2014,64,170,"Left-Handed","GBR",2006,75,175,"Right-Handed","No",39,"Medium Difference","No"
"322","Cilic M.","Paire B.",39,21,"CRO",2005,89,198,"Right-Handed","FRA",2007,80,196,"Right-Handed","No",18,"Low Difference","Yes"
"323","Schwartzman D.","Davidovich Fokina A.",14,88,"ARG",2010,64,170,"Right-Handed","ESP",2017,80,183,"Right-Handed","Yes",-74,"Medium Difference","Yes"
"324","Fucsovics M.","Sinner J.",67,82,"HUN",2010,82,188,"Right-Handed","ITA",2018,76,188,"Right-Handed","Yes",-15,"Low Difference","Yes"
"325","Djokovic N.","Ito T.",2,146,"SRB",2003,77,188,"Right-Handed","JPN",2006,75,180,"Right-Handed","Yes",-144,"High Difference","Yes"
