W...1,L...2,East,Heya...4,Shusshin...5,Birth Date...6,Hatsu...7,University...8,Height/Weight...9,High...10,Career...11,Career Record...12,Prev...13,Prev W...14,Prev L...15,Next...16,Next W...17,Next L...18,Rank,West,Heya...21,Shusshin...22,Birth Date...23,Hatsu...24,University...25,Height/Weight...26,High...27,Career...28,Career Record...29,Prev...30,Prev W...31,Prev L...32,W...33,L...34,Next...35,Next W...36,Next L...37
5,2,Satorufuji,Isegahama,Shizuoka,29.05.2004,2023.01,NA,177 cm 161 kg,Jk12,Jd60,12-2/14,Mz,3,1,Jd60e,7,0,Jk12,Nagamura,Kise,Miyazaki,30.06.2004,2023.01,NA,172 cm 133 kg,Jk12,Jd69,10-4/14,Mz,3,0,4,3,Jd69e,6,1
6,1,Wakaikari,Isenoumi,Tokyo,22.02.2005,2023.01,NA,175 cm 109 kg,Jk13,Jd33,11-3/14,Mz,3,1,Jd33e,5,2,Jk13,Gonoumi,Takekuma,Shiga,19.05.2004,2023.01,NA,178 cm 128 kg,Jk13,Jd34,12-2/14,Mz,3,2,6,1,Jd34e,6,1
5,2,Kobayashi,Kasugano,Saitama,07.05.2004,2023.01,NA,177 cm 135 kg,Jk14,Jd63,10-4/14,Mz,2,3,Jd63e,5,2,Jk14,Tokinishiki,Asahiyama,Mongolia,18.05.2003,2022.11,NA,178 cm 125 kg,Jk14,Jd69,10-4/14,Mz,1,4,4,3,Jd69w,6,1
2,5,Agora,Ajigawa,Gifu,06.08.1999,2023.01,NA,184 cm 147 kg,Jk15,Jd107,7-7/14,Mz,1,4,Jd107w,5,2,Jk15,Fujinonami,Fujishima,Tokushima,21.12.1999,2018.03,NA,165 cm 102 kg,Jd36,Jd36,74-87-28/159,Jk5e,0,1,2,5,Jd108e,4,3
4,3,Miyaji,Takadagawa,Tokyo,17.06.2004,2023.01,NA,177 cm 93 kg,Jk16,Jd71,5-9/14,Mz,0,4,Jd71e,1,6,Jk16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rikishi,Heya,Shusshin,Birth Date,Hatsu Dohyo,University,Height/Weight,Highest,Career,Career Record,Previous Rank,Prev W,Prev L,Next Rank,Next W,Next L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Higohikari,Kise,Kumamoto,27.01.1988,2003.03,NA,172 cm 113 kg,Jd57,Jd57,253-551-18/804,Jk8e,0,0,Jk6e,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hokutoshio,Hakkaku,Aomori,22.06.2000,2016.03,NA,173 cm 125 kg,Jd11,Jd11,110-156-14/266,Jk9w,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Izumigawa,Shibatayama,Kyoto,12.05.1997,2016.01,NA,180 cm 121 kg,Ms56,Ms56,130-129-21/259,Bg,0,0,Bg,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chikureisen,Michinoku,Fukuoka,25.09.1998,2017.01,NA,169 cm 91 kg,Jd11,Jd11,91-101-39/192,Bg,0,0,Jk5w,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teraosho,Shikoroyama,Miyagi,25.04.1989,2005.03,NA,181 cm 172 kg,Sd25,Sd25,328-336-57/663,Bg,0,0,Bg,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chikunokura,Musashigawa,Fukuoka,21.06.2002,2018.03,NA,174 cm 131 kg,Sd96,Sd96,81-80-21/159,Bg,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hokuozan (Hagiwara),Naruto,Hokkaido,16.06.1997,2020.03,Takushoku University,182 cm 122 kg,Ms35,Ms35,39-17-42/56,Bg,0,0,Bg,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raikisho,Tokiwayama,Osaka,17.10.2006,2022.03,NA,171 cm 94 kg,Jk6,Jk6,3-4-7/7,Bg,0,0,Mz,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yamane,Naruto,Shimane,14.11.2003,2019.05,NA,169 cm 117 kg,Jd8,Jd8,50-48-28/98,Bg,0,0,Bg,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reonmaru (Reon),Shikihide,Chiba,02.08.1999,2016.03,NA,171 cm 167 kg,Jd12,Jd12,96-97-45/191,Bg,0,0,Jk6w,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fujiizumi,Nishikido,Yamanashi,05.04.2004,2021.01,NA,184 cm 158 kg,Sd91,Sd91,18-10-28/28,Bg,0,0,Bg,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kagamio,Isenoumi,Mongolia,09.02.1988,2003.07,NA,183 cm 149 kg,M9,M9,437-408-65/835,Bg,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kotootomo,Sadogatake,Nagano,13.02.1998,2016.03,NA,188 cm 122 kg,Sd56,Sd56,89-89-25/177,Bg,0,0,Bg,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ounabara,Shikoroyama,Hiroshima,19.01.1986,2004.01,NA,182 cm 173 kg,Sd22,Sd22,258-269-33/526,Bg,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daishoheki,Oitekaze,Kagawa,19.07.2004,2023.03,NA,177 cm 160 kg,Bg,Jk7,4-3/7,NA,NA,NA,Jk7e,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daibasho,Oitekaze,Gifu,21.03.2008,2023.03,NA,166 cm 102 kg,Bg,Jk7,3-4/7,NA,NA,NA,Jk7w,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yumenofuji,Isegahama,Ehime,02.02.2008,2023.03,NA,181 cm 130 kg,Bg,Jk8,5-2/7,NA,NA,NA,Jk8e,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Makotofuji,Isegahama,Ehime,24.05.2007,2023.03,NA,175 cm 144 kg,Bg,Jk8,3-4/7,NA,NA,NA,Jk8w,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Masarufuji,Isegahama,Ibaraki,06.11.2007,2023.03,NA,172 cm 85 kg,Bg,Jk9,3-4/7,NA,NA,NA,Jk9e,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miyatani,Musashigawa,Shizuoka,08.05.2007,2023.03,NA,178 cm 119 kg,Bg,Jk9,3-4/7,NA,NA,NA,Jk9w,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soseizan,Nishonoseki,Tokyo,03.07.2004,2023.03,NA,186 cm 138 kg,Bg,Jk10,4-3/7,NA,NA,NA,Jk10e,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Datenoumi,Isenoumi,Miyagi,12.01.2005,2023.03,NA,192 cm 178 kg,Bg,Jk10,3-4/7,NA,NA,NA,Jk10w,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Datenomori,Isenoumi,Miyagi,12.01.2005,2023.03,NA,191 cm 180 kg,Bg,Jk11,4-3/7,NA,NA,NA,Jk11e,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fujiso,Nishonoseki,Kochi,14.10.2004,2023.03,NA,185 cm 133 kg,Bg,Jk11,4-3/7,NA,NA,NA,Jk11w,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwae,Futagoyama,Kanagawa,20.09.2004,2023.03,NA,173 cm 122 kg,Bg,Jk12,5-2/7,NA,NA,NA,Jk12e,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiyonoyama,Dewanoumi,Fukushima,24.12.2007,2023.03,NA,173 cm 91 kg,Bg,Jk12,5-2/7,NA,NA,NA,Jk12w,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Higonomaru,Kise,Kumamoto,19.12.2004,2023.03,NA,185 cm 144 kg,Bg,Jk13,6-1/7,NA,NA,NA,Jk13e,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keiga,Futagoyama,Tochigi,02.09.2007,2023.03,NA,184 cm 126 kg,Bg,Jk13,4-3/7,NA,NA,NA,Jk13w,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Katsunishiki,Nishikido,Shizuoka,16.08.2007,2023.03,NA,165 cm 94 kg,Bg,Jk14,2-5/7,NA,NA,NA,Jk14e,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saito,Tamanoi,Hyogo,29.08.2007,2023.03,NA,172 cm 114 kg,Bg,Jk14,2-5/7,NA,NA,NA,Jk14w,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soma,Futagoyama,Tochigi,03.09.2004,2023.03,NA,178 cm 129 kg,Bg,Jk15,5-2/7,NA,NA,NA,Jk15e,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shimabukuro,Hanaregoma,Okinawa,19.08.2004,2023.03,NA,175 cm 128 kg,Bg,Jk15,3-4/7,NA,NA,NA,Jk15w,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sachinoyama,Takadagawa,Okayama,24.04.2007,2023.03,NA,168 cm 78 kg,Bg,Jk16,3-4/7,NA,NA,NA,Jk16e,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sogo,Ajigawa,Kagawa,26.07.2006,2023.03,NA,181 cm 78 kg,Bg,Jk16,0-0/0,NA,NA,NA,Jk16w,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Takeuchi,Michinoku,Kagawa,20.08.2007,2023.03,NA,171 cm 85 kg,Bg,Jk17,2-5/7,NA,NA,NA,Jk17e,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiyorozan,Kokonoe,Oita,13.05.2004,2023.03,NA,176 cm 107 kg,Bg,Jk17,0-0-7/0,NA,NA,NA,Jk17w,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hoshi,Asahiyama,Saitama,03.11.2004,2023.03,NA,178 cm 125 kg,Bg,Jk18,4-3/7,NA,NA,NA,Jk18e,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asasakurai,Takasago,Miyagi,28.11.2007,2023.03,NA,173 cm 131 kg,Bg,Jk18,1-6/7,NA,NA,NA,Jk18w,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazeyuki,Oshiogawa,Ehime,27.10.2004,2023.03,NA,167 cm 129 kg,Bg,Jk19,4-3/7,NA,NA,NA,Jk19e,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fujihara,Tokitsukaze,Tokyo,28.11.2007,2023.03,NA,183 cm 151 kg,Bg,Jk19,2-5/7,NA,NA,NA,Jk19w,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Satokaneko,Nishiiwa,Kochi,06.02.2008,2023.03,NA,168 cm 65 kg,Bg,Jk20,2-5/7,NA,NA,NA,Jk20e,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryuji,Onomatsu,Kanagawa,26.11.2004,2023.03,NA,186 cm 109 kg,Bg,Jk20,5-2/7,NA,NA,NA,Jk20w,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kotomunakata,Sadogatake,Saitama,27.11.2007,2023.03,NA,178 cm 142 kg,Bg,Jk21,4-3/7,NA,NA,NA,Jk21e,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akenonami,Tatsunami,Nagasaki,13.04.2004,2023.03,NA,174 cm 122 kg,Bg,Jk21,3-4/7,NA,NA,NA,Jk21w,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Itoga,Sakaigawa,Saitama,02.07.2007,2023.03,NA,174 cm 115 kg,Bg,Jk22,3-4/7,NA,NA,NA,Jk22e,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haruyama,Onoe,Kagoshima,03.06.2000,2023.03,Nihon University,181 cm 141 kg,Bg,Jk22,7-0/7,NA,NA,NA,Jk22w,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shiroma,Onoe,Okinawa,16.05.2000,2023.03,Nihon University,180 cm 175 kg,Bg,Jk23,0-0-7/0,NA,NA,NA,Jk23e,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rank,New Shikona,Old Shikona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ms58e,Daishoryu (Moji),Moji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sd76w,Kassho,Tanimoto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jd34e,Gohakuun,Okano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jd44e,Harimao (Akisada),Akisada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jd55e,Shinseido,Masutani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jd68w,Gonowaka,Negishi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jd99w,Anzakura,Sakuraba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jk15e,Agora,Iima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shikona,Heya,Shusshin,Birth Date,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daishoheki,Oitekaze,Kagawa,"July 19, 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daibasho,Oitekaze,Gifu,"March 21, 2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yumenofuji,Isegahama,Ehime,"February 2, 2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Makotofuji,Isegahama,Ehime,"May 24, 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Masarufuji,Isegahama,Ibaraki,"November 6, 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miyatani,Musashigawa,Shizuoka,"May 8, 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soseizan,Nishonoseki,Tokyo,"July 3, 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Datenoumi,Isenoumi,Miyagi,"January 12, 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Datenomori,Isenoumi,Miyagi,"January 12, 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fujiso,Nishonoseki,Kochi,"October 14, 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwae,Futagoyama,Kanagawa,"September 20, 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiyonoyama,Dewanoumi,Fukushima,"December 24, 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Higonomaru,Kise,Kumamoto,"December 19, 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keiga,Futagoyama,Tochigi,"September 2, 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Katsunishiki,Nishikido,Shizuoka,"August 16, 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saito,Tamanoi,Hyogo,"August 29, 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soma,Futagoyama,Tochigi,"September 3, 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shimabukuro,Hanaregoma,Okinawa,"August 19, 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sachinoyama,Takadagawa,Okayama,"April 24, 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sogo,Ajigawa,Kagawa,"July 26, 2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Takeuchi,Michinoku,Kagawa,"August 20, 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiyorozan,Kokonoe,Oita,"May 13, 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hoshi,Asahiyama,Saitama,"November 3, 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asasakurai,Takasago,Miyagi,"November 28, 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazeyuki,Oshiogawa,Ehime,"October 27, 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fujihara,Tokitsukaze,Tokyo,"November 28, 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Satokaneko,Nishiiwa,Kochi,"February 6, 2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryuji,Onomatsu,Kanagawa,"November 26, 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kotomunakata,Sadogatake,Saitama,"November 27, 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akenonami,Tatsunami,Nagasaki,"April 13, 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Itoga,Sakaigawa,Saitama,"July 2, 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haruyama,Onoe,Kagoshima,"June 3, 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shiroma,Onoe,Okinawa,"May 16, 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rank,Shikona,Heya,Shusshin,Birth Date,Highest Rank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sd72w,Tokitora (Shimoyama),Tokitsukaze,Miyagi,"February 20, 2002",Ms45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sd73w,Tokinosato,Nishiiwa,Osaka,"December 14, 2002",Sd55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jd62w,Denzan (Migikataagari),Otake,Yamaguchi,"June 8, 1988",Ms29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jd73w,Hokutoyakumo,Hakkaku,Hokkaido,"January 13, 2004",Sd85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
